feature_name,source_file,source_data,timestamp_available,safe_before_first_pitch,leakage_risk,explanation,recommended_fix
away_bullpen_pitches_l3d,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
away_bullpen_games_l3d,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
away_bullpen_pitches_l1d,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
away_bullpen_games_l1d,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
away_bullpen_pitches_l2d,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
away_bullpen_games_l2d,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
away_bullpen_back_to_back_l2d,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
away_bullpen_heavy_work_l2d,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
home_sp_rv_per_100,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
home_sp_xwoba_arsenal,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
home_sp_whiff_arsenal,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
away_sp_rv_per_100,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
away_sp_xwoba_arsenal,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
away_sp_whiff_arsenal,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
home_bp_rv_per_100_weighted,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
home_bp_xwoba_arsenal_weighted,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
home_bp_whiff_arsenal_weighted,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
away_bp_rv_per_100_weighted,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
away_bp_xwoba_arsenal_weighted,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
away_bp_whiff_arsenal_weighted,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
home_sp_pitch_quality_missing,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
away_sp_pitch_quality_missing,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
home_bp_pitch_quality_missing,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
away_bp_pitch_quality_missing,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
home_sp_era_l3_missing,src/features/build.py::join_gamelog_pitcher_features; src/features/build.py::build_gamelog_pitcher_prediction_features; src/data/pitching_gamelogs.py,data/raw/pitching_gamelogs final starter logs from prior starts,After each prior start is final; prediction path filters pitcher game_date < target_date.,yes,Safe,Starter gamelog rolling and season-to-date stats use shift(1) in training and prior starts only in prediction. Missing/unknown flags are based on pregame probable-pitcher availability and prior history.,Keep target-date filtering and add a cache freshness field recording latest gamelog date used per pitcher.
away_sp_era_l3_missing,src/features/build.py::join_gamelog_pitcher_features; src/features/build.py::build_gamelog_pitcher_prediction_features; src/data/pitching_gamelogs.py,data/raw/pitching_gamelogs final starter logs from prior starts,After each prior start is final; prediction path filters pitcher game_date < target_date.,yes,Safe,Starter gamelog rolling and season-to-date stats use shift(1) in training and prior starts only in prediction. Missing/unknown flags are based on pregame probable-pitcher availability and prior history.,Keep target-date filtering and add a cache freshness field recording latest gamelog date used per pitcher.
home_sp_xwoba_against_l3_missing,src/features/build.py::join_pitcher_features; src/features/build.py::build_pitcher_prediction_features; src/data/statcast.py::compute_pitcher_rolling_features,data/raw/statcast pitch-level data from prior pitcher starts,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,"Training uses shift(1) per pitcher start, and prediction loads Statcast only through the day before the slate. The target game's pitches are excluded.",Add an assertion that the maximum Statcast date used for live prediction is less than target_date.
away_sp_xwoba_against_l3_missing,src/features/build.py::join_pitcher_features; src/features/build.py::build_pitcher_prediction_features; src/data/statcast.py::compute_pitcher_rolling_features,data/raw/statcast pitch-level data from prior pitcher starts,After prior games are final; prediction path loads through target_date - 1 day.,yes,Safe,"Training uses shift(1) per pitcher start, and prediction loads Statcast only through the day before the slate. The target game's pitches are excluded.",Add an assertion that the maximum Statcast date used for live prediction is less than target_date.
home_sp_days_rest_missing,src/features/build.py::join_gamelog_pitcher_features; src/features/build.py::build_gamelog_pitcher_prediction_features; src/data/pitching_gamelogs.py,data/raw/pitching_gamelogs final starter logs from prior starts,After each prior start is final; prediction path filters pitcher game_date < target_date.,yes,Safe,Starter gamelog rolling and season-to-date stats use shift(1) in training and prior starts only in prediction. Missing/unknown flags are based on pregame probable-pitcher availability and prior history.,Keep target-date filtering and add a cache freshness field recording latest gamelog date used per pitcher.
away_sp_days_rest_missing,src/features/build.py::join_gamelog_pitcher_features; src/features/build.py::build_gamelog_pitcher_prediction_features; src/data/pitching_gamelogs.py,data/raw/pitching_gamelogs final starter logs from prior starts,After each prior start is final; prediction path filters pitcher game_date < target_date.,yes,Safe,Starter gamelog rolling and season-to-date stats use shift(1) in training and prior starts only in prediction. Missing/unknown flags are based on pregame probable-pitcher availability and prior history.,Keep target-date filtering and add a cache freshness field recording latest gamelog date used per pitcher.
home_lineup_xwoba_vs_sp_missing,src/features/build.py::join_lineup_matchup_features; src/data/statcast.py::aggregate_game_lineups,Training derives effective lineups and starter handedness from same-game Statcast pitch data; BvP history is as-of filtered later.,Same-game Statcast data is available only during/after the game; not guaranteed before first pitch.,no,Definite leakage,"The training join derives actual lineups from plate appearances and starter handedness from same-game pitches. That uses information produced by the game being predicted, even though BvP history itself is as-of filtered.","Replace training source with pregame lineup snapshots and probable starter hand from schedule data, or remove these features until audited pregame snapshots exist."
away_lineup_xwoba_vs_sp_missing,src/features/build.py::join_lineup_matchup_features; src/data/statcast.py::aggregate_game_lineups,Training derives effective lineups and starter handedness from same-game Statcast pitch data; BvP history is as-of filtered later.,Same-game Statcast data is available only during/after the game; not guaranteed before first pitch.,no,Definite leakage,"The training join derives actual lineups from plate appearances and starter handedness from same-game pitches. That uses information produced by the game being predicted, even though BvP history itself is as-of filtered.","Replace training source with pregame lineup snapshots and probable starter hand from schedule data, or remove these features until audited pregame snapshots exist."
home_lineup_xwoba_vs_hand_L30_missing,src/features/build.py::join_posted_lineup_features; src/features/build.py::build_posted_lineup_prediction_features; src/data/lineups.py,StatsAPI live feed/boxscore lineup IDs plus prior-30-day Statcast batter history,Prediction: only when lineup is confirmed in the pregame feed; training: historical=True fetch can be postgame boxscore state.,no,Possible leakage,"Live prediction allows missing lineups and falls back when not confirmed. Training fetches historical lineups after the fact, so the source timing is not proven pre-first-pitch and may encode actual lineup information that was unavailable for some games at prediction time.","Store immutable pregame lineup snapshots with fetch timestamp, train from those snapshots, and keep a separate no-lineup fallback path."
away_lineup_xwoba_vs_hand_L30_missing,src/features/build.py::join_posted_lineup_features; src/features/build.py::build_posted_lineup_prediction_features; src/data/lineups.py,StatsAPI live feed/boxscore lineup IDs plus prior-30-day Statcast batter history,Prediction: only when lineup is confirmed in the pregame feed; training: historical=True fetch can be postgame boxscore state.,no,Possible leakage,"Live prediction allows missing lineups and falls back when not confirmed. Training fetches historical lineups after the fact, so the source timing is not proven pre-first-pitch and may encode actual lineup information that was unavailable for some games at prediction time.","Store immutable pregame lineup snapshots with fetch timestamp, train from those snapshots, and keep a separate no-lineup fallback path."
home_bvp_xwoba_missing,src/features/build.py::join_lineup_matchup_features; src/data/statcast.py::aggregate_game_lineups,Training derives effective lineups and starter handedness from same-game Statcast pitch data; BvP history is as-of filtered later.,Same-game Statcast data is available only during/after the game; not guaranteed before first pitch.,no,Definite leakage,"The training join derives actual lineups from plate appearances and starter handedness from same-game pitches. That uses information produced by the game being predicted, even though BvP history itself is as-of filtered.","Replace training source with pregame lineup snapshots and probable starter hand from schedule data, or remove these features until audited pregame snapshots exist."
away_bvp_xwoba_missing,src/features/build.py::join_lineup_matchup_features; src/data/statcast.py::aggregate_game_lineups,Training derives effective lineups and starter handedness from same-game Statcast pitch data; BvP history is as-of filtered later.,Same-game Statcast data is available only during/after the game; not guaranteed before first pitch.,no,Definite leakage,"The training join derives actual lineups from plate appearances and starter handedness from same-game pitches. That uses information produced by the game being predicted, even though BvP history itself is as-of filtered.","Replace training source with pregame lineup snapshots and probable starter hand from schedule data, or remove these features until audited pregame snapshots exist."
home_bullpen_xwoba_against_l14_missing,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
away_bullpen_xwoba_against_l14_missing,src/features/build.py::join_bullpen_features; src/features/build.py::build_bullpen_prediction_features; src/data/statcast.py::aggregate_team_game_bullpen,data/raw/statcast bullpen pitch data from prior games,After prior games are final; prediction path loads through target_date - 1 day and workload filters prior dates.,yes,Safe,Bullpen rolling quality and workload use shifted/prior-game data. Same-day target-game bullpen usage is not used.,Add timestamp-level freshness for doubleheaders and rain-delay makeups where game 1 bullpen usage could matter before game 2.
home_sp_rv_per_100_missing,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
away_sp_rv_per_100_missing,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
home_bp_rv_per_100_weighted_missing,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
away_bp_rv_per_100_weighted_missing,src/features/build.py::join_pitch_quality_features; src/features/build.py::build_pitch_quality_prediction_features; src/data/pitch_quality.py::fetch_pitch_quality,"Baseball Savant season pitch-arsenal leaderboard cached by season/latest, no effective as-of date in current join",Current/latest season snapshot at fetch time; historical training uses full/current season values for every game in that season.,no,Definite leakage,"The training join calls fetch_pitch_quality(season) once per season and applies that season snapshot to every game, so early-season games can see future pitch-quality information. Live prediction also lacks a recorded as-of cutoff.","Cache pitch-quality snapshots by as_of date and join the latest snapshot strictly before first pitch, or use only prior-season pitch-quality features."
